Date,Open,High,Low,Close,Volume,Adj Close
2016-07-11,37.39,37.39,37.39,37.39,000,37.39
2016-07-08,38.55,39.80,37.37,37.39,139207200,37.39
2016-07-07,34.65,37.65,34.54,37.65,131471900,37.65
2016-07-06,34.19,35.17,33.85,34.23,51016400,34.23
2016-07-05,34.30,35.49,33.64,34.67,70563100,34.67
2016-07-04,32.90,34.65,32.60,34.15,49526700,34.15
2016-07-01,33.60,34.13,33.22,33.46,42453700,33.46
2016-06-30,33.95,34.18,32.70,33.45,58505500,33.45
2016-06-29,32.03,34.90,32.03,34.40,91346100,34.40
2016-06-28,32.15,32.24,31.36,31.80,36015800,31.80
2016-06-27,31.80,32.58,31.30,32.45,44200200,32.45
2016-06-24,33.40,33.99,30.80,32.20,47729600,32.20
2016-06-23,34.02,34.27,33.35,33.43,38969100,16.64
2016-06-22,135.00,137.98,132.82,137.98,22079300,68.6804
2016-06-21,145.60,147.06,136.06,137.06,38792000,68.2225
2016-06-20,140.98,143.50,138.02,143.00,36910800,71.1792
2016-06-17,139.40,141.08,136.04,138.70,29164400,69.0388
2016-06-16,137.00,144.74,136.08,140.24,47365800,69.8054
2016-06-15,126.10,141.36,126.04,136.76,38488000,68.0732
2016-06-14,128.96,132.98,127.26,128.60,21602800,64.0115
2016-06-13,137.50,139.38,130.40,130.40,35395900,64.9074
2016-06-10,140.12,140.12,140.12,140.12,000,69.7456
2016-06-09,140.12,140.12,140.12,140.12,000,69.7456
2016-06-08,131.00,144.40,130.60,140.12,49592200,69.7456
2016-06-07,134.00,134.38,131.06,132.00,20724100,65.7039
2016-06-06,132.60,134.00,130.80,133.66,23136200,66.5301
2016-06-03,131.00,134.76,130.06,132.26,26740600,65.8333
2016-06-02,130.30,133.30,128.82,130.46,22813800,64.9373
2016-06-01,128.10,136.96,127.42,131.26,36616700,65.3355
2016-05-31,123.74,128.56,123.06,128.00,25246200,63.7128
2016-05-30,120.64,124.38,120.36,122.56,19090400,61.005
2016-05-27,129.06,131.58,121.42,123.20,28788900,61.3236
2016-05-26,130.28,131.00,123.60,130.46,30920200,64.9373
2016-05-25,136.76,138.66,128.40,130.30,35070900,64.8577
2016-05-24,139.10,140.70,134.02,136.44,32263400,67.9139
2016-05-23,139.60,141.96,134.42,140.70,37422400,70.0343
2016-05-20,141.76,146.56,134.34,137.60,48576900,68.4913
2016-05-19,136.06,143.16,134.46,140.56,45511500,69.9647
2016-05-18,137.02,139.82,130.40,135.60,41985500,67.4958
2016-05-17,140.60,150.60,139.86,140.92,55038300,70.1438
2016-05-16,136.90,143.10,135.28,140.92,45010500,70.1438
2016-05-13,133.86,142.34,132.04,138.04,55043900,68.7103
