Date,Open,High,Low,Close,Volume,Adj Close
2016-06-03,14.88,14.90,14.53,14.59,9296100,14.59
2016-06-02,15.03,15.52,15.01,15.21,5843000,15.21
2016-06-01,21.95,22.35,21.65,22.11,10029300,14.72
2016-05-31,21.19,22.00,21.04,21.91,6007000,14.58685
2016-05-30,32.835,32.85,31.20,31.575,5535000,21.02144
2016-05-27,32.025,33.75,32.01,33.03,6590100,21.99012
2016-05-26,32.04,32.79,30.69,32.265,5360300,21.48081
2016-05-25,32.445,33.105,31.68,32.79,7974000,21.83034
2016-05-24,31.695,33.72,31.515,32.49,13124200,21.63061
2016-05-23,29.355,31.44,29.355,31.44,9664300,20.93156
2016-05-20,28.50,28.65,27.60,28.575,2373000,19.02415
2016-05-19,28.875,29.325,28.50,28.74,2576500,19.134
2016-05-18,29.85,30.285,28.275,28.605,3610200,19.04412
2016-05-17,29.16,31.185,28.815,30.45,6234900,20.27246
2016-05-16,28.77,29.25,28.365,29.205,2850300,19.44358
2016-05-13,28.86,29.34,28.545,28.77,3412000,19.15398
2016-05-12,29.25,29.25,27.885,28.74,4345700,19.134
2016-05-11,30.09,30.39,29.25,29.685,3876100,19.76315
2016-05-10,29.88,30.675,29.37,29.835,4412000,19.86301
2016-05-09,33.00,33.00,30.225,30.255,7230900,20.14263
2016-05-06,35.85,36.435,33.195,33.435,9544500,22.25976
2016-05-05,36.885,37.485,36.165,36.36,10017200,24.20711
2016-05-04,38.085,40.05,37.35,38.055,15516600,25.33558
2016-05-03,35.76,43.50,35.76,40.47,21679200,26.94339
2016-05-02,36.93,36.93,36.93,36.93,000,24.5866
2016-04-29,36.93,36.93,36.93,36.93,000,24.5866
2016-04-28,36.93,36.93,36.93,36.93,000,24.5866
2016-04-27,36.93,36.93,36.93,36.93,000,24.5866
2016-04-26,36.93,36.93,36.93,36.93,000,24.5866
2016-04-25,36.93,36.93,36.93,36.93,000,24.5866
2016-04-22,36.93,36.93,36.93,36.93,000,24.5866
2016-04-21,36.93,36.93,36.93,36.93,000,24.5866
2016-04-20,36.93,36.93,36.93,36.93,000,24.5866
2016-04-19,36.93,36.93,36.93,36.93,000,24.5866
